,opt,sigma,success_rate
1100,40,0.98,0.726
1101,40,0.99,0.717
1102,40,1.0,0.708
1103,40,1.01,0.706
1104,40,1.02,0.708
1105,40,1.03,0.708
1106,40,1.04,0.73
1107,40,1.05,0.71
1108,40,1.06,0.684
1109,40,1.07,0.731
1110,40,1.08,0.721
1111,40,1.09,0.709
1112,40,1.1,0.733
1113,40,1.11,0.719
1114,40,1.12,0.715
1115,40,1.1300000000000001,0.729
1116,40,1.1400000000000001,0.718
1117,40,1.1500000000000001,0.726
1118,40,1.16,0.733
1119,40,1.17,0.73
1120,40,1.18,0.71
1121,40,1.19,0.732
1122,40,1.2,0.717
1123,40,1.21,0.728
1124,40,1.22,0.72
1125,40,1.23,0.732
1126,40,1.24,0.688
1127,40,1.25,0.72
1128,40,1.26,0.733
1129,40,1.27,0.732
1130,40,1.28,0.743
1131,40,1.29,0.732
1132,40,1.3,0.739
1133,40,1.31,0.697
1134,40,1.32,0.742
1135,40,1.33,0.736
1136,40,1.34,0.719
1137,40,1.35,0.731
1138,40,1.36,0.733
1139,40,1.37,0.745
1140,40,1.3800000000000001,0.725
1141,40,1.3900000000000001,0.707
1142,40,1.4000000000000001,0.73
1143,40,1.41,0.739
1144,40,1.42,0.728
1145,40,1.43,0.714
1146,40,1.44,0.726
1147,40,1.45,0.748
1148,40,1.46,0.736
1149,40,1.47,0.693
1150,40,1.48,0.749
1151,40,1.49,0.717
1152,40,1.5,0.716
1153,40,1.51,0.702
1154,40,1.52,0.715
1155,40,1.53,0.736
1156,40,1.54,0.697
1157,40,1.55,0.715
1158,40,1.56,0.733
1159,40,1.57,0.688
1160,40,1.58,0.704
1161,40,1.59,0.713
1162,40,1.6,0.723
1163,40,1.61,0.72
1164,40,1.62,0.702
1165,40,1.6300000000000001,0.708
1166,40,1.6400000000000001,0.717
1167,40,1.6500000000000001,0.713
1168,40,1.6600000000000001,0.712
1169,40,1.67,0.744
1170,40,1.68,0.733
1171,40,1.69,0.717
1172,40,1.7,0.71
1173,40,1.71,0.688
1174,40,1.72,0.729
1175,40,1.73,0.709
1176,40,1.74,0.701
1177,40,1.75,0.705
1178,40,1.76,0.691
1179,40,1.77,0.716
1180,40,1.78,0.698
1181,40,1.79,0.684
1182,40,1.8,0.709
1183,40,1.81,0.694
1184,40,1.82,0.672
1185,40,1.83,0.692
1186,40,1.84,0.693
1187,40,1.85,0.675
1188,40,1.86,0.715
1189,40,1.87,0.708
1190,40,1.8800000000000001,0.68
1191,40,1.8900000000000001,0.671
1192,40,1.9000000000000001,0.689
1193,40,1.9100000000000001,0.694
1194,40,1.92,0.712
1195,40,1.93,0.702
1196,40,1.94,0.701
1197,40,1.95,0.688
1198,40,1.96,0.668
1199,40,1.97,0.707
1200,40,1.98,0.671
1201,40,1.99,0.719
1202,40,2.0,0.674
1203,40,2.0100000000000002,0.676
1204,40,2.02,0.669
1205,40,2.0300000000000002,0.68
1206,40,2.04,0.688
1207,40,2.05,0.68
1208,40,2.06,0.686
1209,40,2.07,0.694
1210,40,2.08,0.664
1211,40,2.09,0.675
1212,40,2.1,0.678
1213,40,2.11,0.686
1214,40,2.12,0.682
1215,40,2.13,0.68
1216,40,2.14,0.672
1217,40,2.15,0.654
1218,40,2.16,0.663
1219,40,2.17,0.672
1220,40,2.18,0.675
1221,40,2.19,0.662
1222,40,2.2,0.68
1223,40,2.21,0.652
1224,40,2.22,0.668
1225,40,2.23,0.666
1226,40,2.24,0.612
1227,40,2.25,0.64
1228,40,2.2600000000000002,0.67
1229,40,2.27,0.641
1230,40,2.2800000000000002,0.68
1231,40,2.29,0.671
1232,40,2.3000000000000003,0.637
1233,40,2.31,0.636
1234,40,2.32,0.639
1235,40,2.33,0.668
1236,40,2.34,0.638
1237,40,2.35,0.653
1238,40,2.36,0.636
1239,40,2.37,0.648
1240,40,2.38,0.668
1241,40,2.39,0.645
1242,40,2.4,0.642
1243,40,2.41,0.623
1244,40,2.42,0.653
1245,40,2.43,0.637
1246,40,2.44,0.647
1247,40,2.45,0.622
1248,40,2.46,0.636
1249,40,2.47,0.656
1250,40,2.48,0.629
1251,40,2.49,0.643
1252,40,2.5,0.645
1253,40,2.5100000000000002,0.629
1254,40,2.52,0.632
1255,40,2.5300000000000002,0.647
1256,40,2.54,0.633
1257,40,2.5500000000000003,0.632
1258,40,2.56,0.615
1259,40,2.57,0.643
1260,40,2.58,0.618
1261,40,2.59,0.625
1262,40,2.6,0.63
1263,40,2.61,0.623
1264,40,2.62,0.62
1265,40,2.63,0.616
1266,40,2.64,0.64
1267,40,2.65,0.622
1268,40,2.66,0.643
1269,40,2.67,0.609
1270,40,2.68,0.58
1271,40,2.69,0.637
1272,40,2.7,0.614
1273,40,2.71,0.601
1274,40,2.72,0.643
1275,40,2.73,0.627
1276,40,2.74,0.627
1277,40,2.75,0.619
1278,40,2.7600000000000002,0.621
1279,40,2.77,0.614
1280,40,2.7800000000000002,0.607
1281,40,2.79,0.564
1282,40,2.8000000000000003,0.631
1283,40,2.81,0.632
1284,40,2.82,0.615
1285,40,2.83,0.581
1286,40,2.84,0.608
1287,40,2.85,0.608
1288,40,2.86,0.566
1289,40,2.87,0.586
1290,40,2.88,0.614
1291,40,2.89,0.604
1292,40,2.9,0.598
1293,40,2.91,0.599
1294,40,2.92,0.601
1295,40,2.93,0.587
1296,40,2.94,0.59
1297,40,2.95,0.593
1298,40,2.96,0.596
1299,40,2.97,0.62
1300,40,2.98,0.564
1301,40,2.99,0.59
1302,40,3.0,0.593
1303,40,3.0100000000000002,0.591
1304,40,3.02,0.608
1305,40,3.0300000000000002,0.609
1306,40,3.04,0.575
1307,40,3.0500000000000003,0.595
1308,40,3.06,0.588
1309,40,3.0700000000000003,0.574
1310,40,3.08,0.592
1311,40,3.09,0.578
1312,40,3.1,0.574
1313,40,3.11,0.588
1314,40,3.12,0.557
1315,40,3.13,0.585
1316,40,3.14,0.581
1317,40,3.15,0.575
1318,40,3.16,0.591
1319,40,3.17,0.557
1320,40,3.18,0.607
1321,40,3.19,0.6
1322,40,3.2,0.566
1323,40,3.21,0.575
1324,40,3.22,0.592
1325,40,3.23,0.566
1326,40,3.24,0.546
1327,40,3.25,0.58
1328,40,3.2600000000000002,0.544
1329,40,3.27,0.581
1330,40,3.2800000000000002,0.567
1331,40,3.29,0.558
1332,40,3.3000000000000003,0.551
1333,40,3.31,0.592
1334,40,3.3200000000000003,0.547
1335,40,3.33,0.551
1336,40,3.34,0.546
1337,40,3.35,0.529
1338,40,3.36,0.553
1339,40,3.37,0.566
1340,40,3.38,0.546
1341,40,3.39,0.558
1342,40,3.4,0.563
1343,40,3.41,0.568
1344,40,3.42,0.528
1345,40,3.43,0.547
1346,40,3.44,0.548
1347,40,3.45,0.569
1348,40,3.46,0.545
1349,40,3.47,0.539
1350,40,3.48,0.534
1351,40,3.49,0.554
1352,40,3.5,0.531
1353,40,3.5100000000000002,0.545
1354,40,3.52,0.546
1355,40,3.5300000000000002,0.558
1356,40,3.54,0.549
1357,40,3.5500000000000003,0.541
1358,40,3.56,0.557
1359,40,3.5700000000000003,0.533
1360,40,3.58,0.576
1361,40,3.59,0.529
1362,40,3.6,0.535
1363,40,3.61,0.531
1364,40,3.62,0.523
1365,40,3.63,0.532
1366,40,3.64,0.535
1367,40,3.65,0.533
1368,40,3.66,0.532
1369,40,3.67,0.53
1370,40,3.68,0.523
1371,40,3.69,0.52
1372,40,3.7,0.505
1373,40,3.71,0.545
1374,40,3.72,0.533
1375,40,3.73,0.53
1376,40,3.74,0.531
1377,40,3.75,0.525
1378,40,3.7600000000000002,0.538
1379,40,3.77,0.517
1380,40,3.7800000000000002,0.516
1381,40,3.79,0.541
1382,40,3.8000000000000003,0.528
1383,40,3.81,0.517
1384,40,3.8200000000000003,0.497
1385,40,3.83,0.501
1386,40,3.84,0.531
1387,40,3.85,0.51
1388,40,3.86,0.495
1389,40,3.87,0.516
1390,40,3.88,0.521
1391,40,3.89,0.486
1392,40,3.9,0.525
1393,40,3.91,0.499
1394,40,3.92,0.559
1395,40,3.93,0.503
1396,40,3.94,0.502
1397,40,3.95,0.508
1398,40,3.96,0.502
1399,40,3.97,0.504
1400,40,3.98,0.503
1401,40,3.99,0.481
1402,40,4.0,0.477
1403,40,4.01,0.499
1404,40,4.0200000000000005,0.531
1405,40,4.03,0.537
1406,40,4.04,0.514
1407,40,4.05,0.501
1408,40,4.0600000000000005,0.483
1409,40,4.07,0.479
1410,40,4.08,0.502
1411,40,4.09,0.49
1412,40,4.1,0.497
1413,40,4.11,0.531
1414,40,4.12,0.524
1415,40,4.13,0.515
1416,40,4.14,0.484
1417,40,4.15,0.511
1418,40,4.16,0.491
1419,40,4.17,0.495
1420,40,4.18,0.496
1421,40,4.19,0.482
1422,40,4.2,0.485
1423,40,4.21,0.502
1424,40,4.22,0.469
1425,40,4.23,0.459
1426,40,4.24,0.524
1427,40,4.25,0.499
1428,40,4.26,0.489
1429,40,4.2700000000000005,0.487
1430,40,4.28,0.468
1431,40,4.29,0.475
1432,40,4.3,0.472
1433,40,4.3100000000000005,0.463
1434,40,4.32,0.477
1435,40,4.33,0.465
1436,40,4.34,0.461
1437,40,4.3500000000000005,0.476
1438,40,4.36,0.457
1439,40,4.37,0.455
1440,40,4.38,0.462
1441,40,4.39,0.475
1442,40,4.4,0.499
1443,40,4.41,0.477
1444,40,4.42,0.455
1445,40,4.43,0.446
1446,40,4.44,0.468
1447,40,4.45,0.477
1448,40,4.46,0.499
1449,40,4.47,0.481
1450,40,4.48,0.454
1451,40,4.49,0.492
1452,40,4.5,0.485
1453,40,4.51,0.478
1454,40,4.5200000000000005,0.486
1455,40,4.53,0.458
1456,40,4.54,0.457
1457,40,4.55,0.474
1458,40,4.5600000000000005,0.467
1459,40,4.57,0.467
1460,40,4.58,0.46
1461,40,4.59,0.438
1462,40,4.6000000000000005,0.493
1463,40,4.61,0.463
1464,40,4.62,0.453
1465,40,4.63,0.442
1466,40,4.64,0.436
1467,40,4.65,0.468
1468,40,4.66,0.468
1469,40,4.67,0.44
1470,40,4.68,0.45
1471,40,4.69,0.45
1472,40,4.7,0.47
1473,40,4.71,0.445
1474,40,4.72,0.445
1475,40,4.73,0.447
1476,40,4.74,0.456
1477,40,4.75,0.481
1478,40,4.76,0.424
1479,40,4.7700000000000005,0.437
1480,40,4.78,0.441
1481,40,4.79,0.451
1482,40,4.8,0.458
1483,40,4.8100000000000005,0.44
1484,40,4.82,0.435
1485,40,4.83,0.457
1486,40,4.84,0.424
1487,40,4.8500000000000005,0.439
1488,40,4.86,0.453
1489,40,4.87,0.445
1490,40,4.88,0.457
1491,40,4.89,0.42
1492,40,4.9,0.454
1493,40,4.91,0.412
1494,40,4.92,0.416
1495,40,4.93,0.453
1496,40,4.94,0.414
1497,40,4.95,0.429
1498,40,4.96,0.43
1499,40,4.97,0.424
1500,40,4.98,0.441
1501,40,4.99,0.45
1502,40,5.0,0.45
